type	latitude	longitude	altitude (m)	name	desc
T	-22.511696128	-43.198739307	829.1		
T	-22.510956488	-43.197687355	878.0		
T	-22.510556791	-43.197013958	860.3		
T	-22.510674962	-43.196743019	861.1		
T	-22.510933295	-43.196590562	866.5		
T	-22.511427454	-43.196491081	863.3		
T	-22.512017255	-43.196608032	845.6		
T	-22.512378542	-43.196917508	837.8		
T	-22.512532023	-43.197362067	841.8		
T	-22.512511372	-43.197814219	850.7		
T	-22.512254187	-43.198234371	834.5		
T	-22.511700587	-43.198870517	825.6		
T	-22.511318020	-43.198968047	822.8		
T	-22.510897050	-43.198792932	828.1		
T	-22.510338375	-43.198232620	840.8		
T	-22.510136154	-43.197985519	836.3		
T	-22.509397787	-43.197004389	825.2		
T	-22.509057868	-43.195837495	826.8		
T	-22.509169871	-43.195181739	823.4		
T	-22.509543895	-43.195090886	824.1		
T	-22.510123340	-43.195115596	825.5		
T	-22.510640007	-43.195276744	829.6		
T	-22.510966842	-43.195516858	833.1		
T	-22.511226344	-43.195930770	851.8		
T	-22.511241612	-43.196305913	862.5		
T	-22.510969543	-43.196908136	871.4		
T	-22.510508453	-43.197543094	864.8		
T	-22.509887679	-43.197821849	829.0		
T	-22.509306356	-43.197982684	839.3		
T	-22.508807530	-43.197782127	858.7		
T	-22.508165950	-43.197351277	889.2		
T	-22.507583456	-43.196816546	878.5		
T	-22.507294026	-43.196461512	860.2		
T	-22.507320899	-43.196201873	854.7		
T	-22.507941204	-43.195949409	862.5		
T	-22.508475595	-43.195853318	850.2		
T	-22.508972073	-43.195967143	829.9		
T	-22.509303296	-43.196419838	821.3		
T	-22.509455699	-43.196935046	822.9		
T	-22.509432635	-43.197591751	828.7		
T	-22.509225105	-43.198174840	846.9		
T	-22.508930552	-43.198484924	869.0		
T	-22.508268990	-43.198856327	883.6		
T	-22.507470188	-43.199032683	842.9		
T	-22.506803745	-43.198891189	832.1		
T	-22.506056250	-43.198339357	836.4		
T	-22.505583953	-43.197846147	836.7		
T	-22.505461674	-43.197253235	843.1		
T	-22.505552824	-43.196788194	841.2		
T	-22.505802271	-43.196519032	831.8		
T	-22.506426858	-43.196278155	832.5		
T	-22.506974135	-43.196298711	843.3		
T	-22.507379744	-43.196517310	864.5		
T	-22.507598315	-43.196944363	882.2		
T	-22.507562416	-43.197801632	873.1		
T	-22.507041986	-43.198610536	831.5		
T	-22.506622437	-43.199082959	838.6		
T	-22.506278304	-43.199213051	852.4		
T	-22.505731714	-43.199113021	866.8		
T	-22.504983442	-43.198732132	851.6		
T	-22.504249750	-43.197910058	860.0		
T	-22.503636414	-43.196725269	910.8		
T	-22.503454236	-43.196141592	915.7		
T	-22.503530527	-43.195550615	913.1		
T	-22.503832993	-43.195466361	910.3		
T	-22.504268981	-43.195449064	896.5		
T	-22.504594330	-43.195634882	880.5		
T	-22.504945284	-43.196080388	867.4		
T	-22.505051782	-43.196728283	864.2		
T	-22.504909748	-43.197472775	854.4		
T	-22.504551678	-43.198308088	843.6		
T	-22.504169922	-43.198987812	851.9		
T	-22.503867270	-43.199389511	860.7		
T	-22.503373657	-43.199505870	851.1		
T	-22.502910202	-43.199342668	848.3		
T	-22.502527977	-43.198900612	856.3		
T	-22.502504256	-43.198209939	877.6		
T	-22.502575466	-43.197723201	895.1		
T	-22.502810382	-43.197445792	896.7		
T	-22.503151144	-43.197364285	892.7		
T	-22.503738863	-43.197318978	893.1		
T	-22.504275715	-43.197635896	872.8		
T	-22.504552408	-43.198107865	848.1		
T	-22.504905288	-43.199125250	863.4		
T	-22.505166339	-43.200474035	914.3		
T	-22.504817786	-43.201666056	927.2		
T	-22.504356459	-43.202750966	923.1		
T	-22.504035943	-43.203287428	925.0		
T	-22.503617983	-43.203444704	935.6		
T	-22.503479981	-43.203035943	955.2		
T	-22.503414120	-43.202577419	959.8		
T	-22.503518152	-43.202178616	957.2		
T	-22.503803170	-43.201901055	952.8		
T	-22.504322747	-43.201811903	940.1		
T	-22.504798931	-43.201873767	921.5		
T	-22.505080011	-43.202064147	906.7		
T	-22.505174316	-43.202401699	899.3		
T	-22.504957807	-43.203098690	887.6		
T	-22.504443214	-43.204257082	885.4		
T	-22.503900006	-43.205336825	893.2		
T	-22.503344968	-43.205884668	906.3		
T	-22.503140851	-43.205610908	915.9		
T	-22.502957885	-43.204859402	936.0		
T	-22.502867843	-43.203700710	937.8		
T	-22.503082064	-43.202875215	956.8		
T	-22.503347114	-43.202584081	960.5		
T	-22.503787123	-43.202550715	951.2		
T	-22.504204174	-43.202549351	932.6		
T	-22.504720500	-43.202818817	904.2		
T	-22.505220193	-43.203233600	874.7		
T	-22.505509448	-43.203826716	854.3		
T	-22.505710445	-43.204719762	869.8		
T	-22.505620536	-43.205383456	874.3		
T	-22.505428950	-43.205706124	878.8		
T	-22.505128721	-43.205858257	881.9		
T	-22.504828001	-43.205808367	882.2		
T	-22.504404142	-43.205257758	879.9		
T	-22.504396698	-43.203290497	906.6		
T	-22.504645505	-43.200385350	925.1		
T	-22.504997829	-43.198476546	843.1		
T	-22.505645292	-43.197842372	836.1		
T	-22.506233370	-43.197812418	829.0		
T	-22.506899123	-43.198290905	827.1		
T	-22.507653226	-43.199603296	847.8		
T	-22.508301873	-43.201148061	875.3		
T	-22.508391660	-43.202266026	876.0		
T	-22.508317521	-43.203012680	859.8		
T	-22.508168049	-43.203678031	868.9		
T	-22.508034485	-43.204132170	874.5		
T	-22.507852444	-43.204345357	876.1		
T	-22.507561488	-43.204253168	876.5		
T	-22.507319484	-43.203826185	866.4		
T	-22.507253189	-43.203188971	842.0		
T	-22.507525489	-43.202581475	842.4		
T	-22.507958274	-43.202256297	851.9		
T	-22.508640724	-43.202220012	893.0		
T	-22.509300249	-43.202458407	905.0		
T	-22.509595074	-43.203042287	894.4		
T	-22.509584128	-43.203746863	870.3		
T	-22.509505218	-43.204199387	866.1		
T	-22.509212565	-43.204548110	872.2		
T	-22.508798663	-43.204703915	876.0		
T	-22.508218006	-43.204760048	866.6		
T	-22.507568490	-43.204653080	870.1		
T	-22.507093604	-43.204169102	864.0		
T	-22.506891817	-43.203479240	842.2		
T	-22.507042548	-43.203012909	836.7		
T	-22.507525489	-43.202581475	842.4		
T	-22.508714977	-43.202142528	896.3		
T	-22.509669077	-43.202193372	888.6		
T	-22.510364393	-43.202629719	866.7		
T	-22.510850032	-43.203397380	826.0		
T	-22.511292866	-43.204267774	842.7		
T	-22.511349508	-43.205039226	843.3		
T	-22.511234032	-43.205447909	844.7		
T	-22.510928710	-43.205806741	847.0		
T	-22.510483346	-43.205915853	839.5		
T	-22.510047522	-43.205882842	838.0		
T	-22.509740396	-43.205531672	842.4		
T	-22.509576530	-43.204893286	848.8		
T	-22.509695865	-43.203879060	864.1		
T	-22.510404487	-43.202837777	857.5		
T	-22.511545372	-43.202093041	829.0		
T	-22.512574920	-43.201898830	868.4		
T	-22.513726463	-43.202156818	891.7		
T	-22.514355973	-43.202597054	908.1		
T	-22.514616160	-43.203033136	904.5		
T	-22.514705619	-43.203608352	903.2		
T	-22.514583853	-43.204044883	917.5		
T	-22.514323166	-43.204369876	932.4		
T	-22.513828896	-43.204480019	928.7		
T	-22.512939180	-43.204580209	881.3		
T	-22.512029208	-43.204448088	850.6		
T	-22.511606814	-43.204106580	845.3		
T	-22.511574736	-43.203723649	835.0		
T	-22.511876028	-43.203435992	834.8		
T	-22.512848052	-43.203135042	856.8		
T	-22.514205687	-43.202890946	895.8		
T	-22.515444269	-43.203013418	910.5		
T	-22.515925176	-43.203419348	890.9		
T	-22.516275674	-43.203828186	899.3		
T	-22.516371526	-43.204463327	896.2		
T	-22.516309184	-43.205005379	890.8		
T	-22.515993937	-43.205462583	897.2		
T	-22.515507013	-43.205836819	890.9		
T	-22.514844080	-43.205884066	892.9		
T	-22.514220943	-43.205741562	906.0		
T	-22.513496946	-43.204923801	916.1		
T	-22.512752914	-43.202759327	852.4		
T	-22.513158858	-43.200775489	891.5		
T	-22.513747440	-43.199657025	920.2		
T	-22.514392339	-43.199053963	905.8		
T	-22.515211429	-43.199049925	907.7		
T	-22.515926565	-43.199344142	940.1		
T	-22.516416684	-43.200029960	929.1		
T	-22.516600595	-43.200709117	898.7		
T	-22.516744586	-43.201282546	893.2		
T	-22.516642487	-43.201744523	892.1		
T	-22.516183630	-43.202228154	906.2		
T	-22.515588112	-43.202523942	921.6		
T	-22.514423000	-43.202654935	909.0		
T	-22.513606492	-43.202497462	881.0		
T	-22.513122674	-43.202131005	881.4		
T	-22.513002275	-43.201740155	891.7		
T	-22.513044665	-43.201480895	894.9		
T	-22.513406596	-43.201058711	905.7		
T	-22.514576175	-43.200474742	937.3		
T	-22.515905060	-43.200080915	926.6		
T	-22.517213550	-43.199866146	910.7		
T	-22.518136274	-43.200054110	907.1		
T	-22.518488300	-43.200365225	903.1		
T	-22.518616628	-43.200682316	899.7		
T	-22.518566253	-43.200945067	896.9		
T	-22.518270129	-43.201162503	894.2		
T	-22.517364992	-43.201494098	897.4		
T	-22.515599971	-43.201823873	930.0		
T	-22.513666481	-43.202027622	892.8		
T	-22.511770069	-43.201885689	825.3		
T	-22.511088543	-43.201467271	828.6		
T	-22.510752032	-43.201101314	830.0		
T	-22.510787274	-43.200641544	828.9		
T	-22.510944862	-43.200508249	825.8		
T	-22.511443809	-43.200404431	822.9		
T	-22.512877854	-43.200148367	882.4		
T	-22.514273670	-43.200232497	939.5		
T	-22.515546781	-43.200799225	926.6		
T	-22.516591448	-43.201941785	892.6		
T	-22.516903158	-43.202739527	910.8		
T	-22.516608623	-43.203022607	905.5		
T	-22.515533982	-43.203226028	899.9		
T	-22.513502280	-43.203460465	895.1		
T	-22.510244380	-43.203404153	849.2		
T	-22.508242962	-43.202889681	858.6		
T	-22.507672359	-43.202561154	845.4		
T	-22.507505146	-43.202120932	838.7		
T	-22.507766727	-43.201627483	842.6		
T	-22.508991590	-43.200406869	898.9		
T	-22.510935686	-43.198998339	822.8		
T	-22.513732834	-43.197492287	886.2		
T	-22.516406110	-43.196937505	937.2		
T	-22.518439464	-43.197367513	945.8		
T	-22.520156103	-43.198406353	984.8		
T	-22.521170586	-43.199508645	966.0		
T	-22.521522800	-43.199881264	958.1		
T	-22.521648055	-43.200196636	956.4		
T	-22.521659936	-43.200517055	954.2		
T	-22.521426704	-43.200794976	947.6		
T	-22.520871706	-43.200938165	953.7		
T	-22.520133347	-43.200943595	950.4		
T	-22.519492393	-43.200861395	916.6		
T	-22.519229129	-43.200630178	910.8		
T	-22.519564803	-43.200451117	928.6		
T	-22.521171795	-43.200429625	950.3		
T	-22.523562596	-43.200535710	1007.6		
T	-22.526353573	-43.201345500	956.8		
T	-22.527520719	-43.201800435	944.0		
T	-22.527521922	-43.202069187	938.6		
T	-22.526718208	-43.202174761	942.9		
T	-22.524553553	-43.202128682	1000.7		
T	-22.521801629	-43.202228163	948.9		
T	-22.519643143	-43.202113961	924.6		
T	-22.518883502	-43.201733340	906.1		
T	-22.519094545	-43.201472848	905.9		
T	-22.520000136	-43.201029100	944.7		
T	-22.521422218	-43.200666534	949.1		
T	-22.522366244	-43.200489731	983.5		
T	-22.522955954	-43.200727744	1006.4		
T	-22.523304365	-43.201247236	1017.7		
T	-22.523406388	-43.201990358	1018.7		
T	-22.523223763	-43.202539441	1003.8		
T	-22.522835246	-43.202868604	976.3		
T	-22.521944099	-43.203128514	943.3		
T	-22.520325371	-43.202944380	960.9		
T	-22.518575422	-43.202540473	942.0		
T	-22.517135379	-43.201835662	895.4		
T	-22.516996449	-43.201457653	894.4		
T	-22.517165808	-43.201120768	897.6		
T	-22.517758758	-43.200686446	896.1		
T	-22.519412988	-43.200048844	936.3		
T	-22.521239563	-43.199432309	968.8		
T	-22.522677094	-43.199316746	985.1		
T	-22.523294753	-43.199710935	994.4		
T	-22.523667237	-43.200407593	1005.8		
T	-22.523598448	-43.201158855	1017.6		
T	-22.523266948	-43.201691872	1017.6		
T	-22.522693948	-43.202303813	980.9		
T	-22.522180352	-43.202778981	950.8		
T	-22.521577796	-43.202964104	939.3		
T	-22.521117058	-43.202919525	946.3		
T	-22.520847003	-43.202518314	963.2		
T	-22.520838913	-43.202128739	966.5		
T	-22.520995475	-43.201737022	962.9		
T	-22.521332493	-43.201378409	950.3		
T	-22.521935706	-43.201127942	960.6		
T	-22.522969099	-43.200913155	1007.3		
T	-22.523642619	-43.200971278	1015.9		
T	-22.524009635	-43.201325136	1018.6		
T	-22.523908162	-43.201515599	1019.2		
T	-22.523644166	-43.201903336	1022.7		
T	-22.522963352	-43.202649984	987.1		
T	-22.522439589	-43.203004342	959.5		
T	-22.522694189	-43.202569376	976.9		
T	-22.523210167	-43.201760264	1014.2		
T	-22.523773448	-43.201212506	1018.8		
T	-22.524370183	-43.200959644	1021.0		
T	-22.525001244	-43.200924920	1003.3		
T	-22.525287750	-43.201108233	995.7		
T	-22.525405322	-43.201496235	987.7		
T	-22.525409268	-43.201890481	982.3		
T	-22.525121038	-43.202240266	981.0		
T	-22.524818944	-43.202540051	995.6		
T	-22.524391140	-43.202727160	1022.7		
T	-22.524056995	-43.202668296	1028.4		
T	-22.523793998	-43.202388478	1025.5		
T	-22.523790397	-43.201458904	1020.1		
T	-22.524240380	-43.200718875	1019.5		
T	-22.524936535	-43.200069391	996.4		
T	-22.525981382	-43.199927785	957.0		
T	-22.526678005	-43.200084488	939.9		
T	-22.526982093	-43.200517675	941.2		
T	-22.527158470	-43.201371084	951.3		
T	-22.527057565	-43.202098245	937.5		
T	-22.526842544	-43.202425611	938.5		
T	-22.526561432	-43.202633567	938.7		
T	-22.526165104	-43.202576915	950.5		
T	-22.525652617	-43.202195141	969.4		
T	-22.525470185	-43.201949935	980.4		
T	-22.525461209	-43.201627863	984.6		
T	-22.525732604	-43.201298965	981.1		
T	-22.526285117	-43.201095022	960.5		
T	-22.526964197	-43.201006329	950.7		
T	-22.527484350	-43.201110757	939.4		
T	-22.527561502	-43.201416764	947.1		
T	-22.527406269	-43.201805915	943.8		
T	-22.527177617	-43.202220535	935.5		
T	-22.526897200	-43.202562135	935.4		
T	-22.526618868	-43.202630977	937.9		
T	-22.526288236	-43.202425742	948.7		
T	-22.526108039	-43.201909121	962.2		
T	-22.526237129	-43.201219827	961.5		
T	-22.526593003	-43.200588350	952.2		
T	-22.527405712	-43.200273386	910.5		
T	-22.528294251	-43.200130600	913.9		
T	-22.529076853	-43.200244941	925.6		
T	-22.529443674	-43.200668103	919.0		
T	-22.529514942	-43.201051599	910.7		
T	-22.529469760	-43.201443574	910.8		
T	-22.529257378	-43.201697251	916.0		
T	-22.528797625	-43.201856195	929.0		
T	-22.528273346	-43.201960064	935.9		
T	-22.527751752	-43.201787990	943.4		
T	-22.527738203	-43.201469597	944.8		
T	-22.528003296	-43.201015397	931.0		
T	-22.528512100	-43.200596958	930.4		
T	-22.529435639	-43.200409540	923.2		
T	-22.529909710	-43.200497927	915.1		
T	-22.530208107	-43.201081728	895.0		
T	-22.530296443	-43.202844150	894.6		
T	-22.530017303	-43.203677890	873.7		
T	-22.529674895	-43.203825046	873.3		
T	-22.529259146	-43.203658230	879.7		
T	-22.528534477	-43.203129254	896.6		
T	-22.528053802	-43.202704013	915.4		
T	-22.527869001	-43.202390114	926.0		
T	-22.527867059	-43.202120999	934.7		
T	-22.528156118	-43.201901024	938.1		
T	-22.528911891	-43.201783568	925.9		
T	-22.529774398	-43.201742592	905.4		
T	-22.530645078	-43.201756267	891.5		
T	-22.531255164	-43.202070313	897.1		
T	-22.531441705	-43.202380240	894.7		
T	-22.531408777	-43.202958823	887.1		
T	-22.531119902	-43.203045894	886.3		
T	-22.530768572	-43.203147348	887.0		
T	-22.530357255	-43.203114294	888.6		
T	-22.529997179	-43.202742646	898.6		
T	-22.529847438	-43.201986202	909.1		
T	-22.530092403	-43.201088427	897.0		
T	-22.530598034	-43.200465510	898.2		
T	-22.531262439	-43.200068230	869.0		
T	-22.531819277	-43.200014855	849.3		
T	-22.532063152	-43.200255936	847.0		
T	-22.532229878	-43.200972283	866.4		
T	-22.532161617	-43.201635757	889.6		
T	-22.532015747	-43.202141787	893.6		
T	-22.531789623	-43.202356427	889.6		
T	-22.531502175	-43.202440798	892.7		
T	-22.531035898	-43.202337068	900.3		
T	-22.530955243	-43.201972940	896.5		
T	-22.531351169	-43.201758800	894.3		
T	-22.531925268	-43.201521479	889.2		
T	-22.532554881	-43.201428256	875.0		
T	-22.533197658	-43.201660609	853.4		
T	-22.533164026	-43.202021891	860.1		
T	-22.532836734	-43.202342922	875.3		
T	-22.532490740	-43.202436188	883.0		
T	-22.532198326	-43.202391979	888.5		
T	-22.532073832	-43.202137298	893.7		
T	-22.532346578	-43.201807559	890.7		
T	-22.532894160	-43.201358227	862.4		
T	-22.533623946	-43.201098865	839.2		
T	-22.534154180	-43.201029515	861.1		
T	-22.534401366	-43.201249777	863.9		
T	-22.534530919	-43.201644989	853.9		
T	-22.534550107	-43.202100534	845.8		
T	-22.535391287	-43.201384888	852.1		
T	-22.535583430	-43.201751576	854.1		
T	-22.535664920	-43.202165490	865.2		
T	-22.535572234	-43.202602737	871.1		
T	-22.535217002	-43.202525525	859.8		
T	-22.535035419	-43.202425964	854.7		
T	-22.534960078	-43.202127912	849.8		
T	-22.534945110	-43.201809427	850.0		
T	-22.535099309	-43.201341610	856.0		
T	-22.535428277	-43.200933116	858.7		
T	-22.535654069	-43.200783270	862.6		
T	-22.536065048	-43.200866713	866.3		
T	-22.536430321	-43.201191731	876.8		
T	-22.536627088	-43.201691496	875.1		
T	-22.536654855	-43.202255584	873.2		
T	-22.536509180	-43.202856492	865.4		
T	-22.536123422	-43.203279204	860.0		
T	-22.535724540	-43.203446298	855.2		
T	-22.535254177	-43.203280306	851.8		
T	-22.534750103	-43.202585706	847.5		
T	-22.534399126	-43.201182139	865.9		
T	-22.534401260	-43.199892485	882.6		
T	-22.534662277	-43.199384708	876.1		
T	-22.535283630	-43.199096024	869.6		
T	-22.536092508	-43.199118479	849.5		
T	-22.536863360	-43.199513396	844.0		
T	-22.537109381	-43.199810653	847.1		
T	-22.537242900	-43.200172648	854.3		
T	-22.537200660	-43.200478042	862.2		
T	-22.536928787	-43.200793764	873.9		
T	-22.536596892	-43.201048525	878.5		
T	-22.536086254	-43.201312846	865.6		
T	-22.535738740	-43.201353512	856.8		
T	-22.535498201	-43.201183636	854.4		
T	-22.535420833	-43.200730050	864.2		
T	-22.535571674	-43.200196299	875.3		
T	-22.536008687	-43.199747846	860.6		
T	-22.536693548	-43.199587607	843.6		
T	-22.537512393	-43.199781645	848.2		
T	-22.537993041	-43.200175183	859.0		
T	-22.538666818	-43.201112634	899.3		
T	-22.538816330	-43.201915317	939.7		
T	-22.538774151	-43.202259692	948.1		
T	-22.538616838	-43.202523937	950.9		
T	-22.538286070	-43.202708218	936.6		
T	-22.537883313	-43.202644902	916.6		
T	-22.537580261	-43.202304226	909.2		
T	-22.537288260	-43.201056300	888.7		
T	-22.537272902	-43.199611471	846.9		
T	-22.537567843	-43.198564289	861.4		
T	-22.537902519	-43.198340560	866.9		
T	-22.538309135	-43.198433386	869.8		
T	-22.538743095	-43.199089034	874.4		
T	-22.539193431	-43.200155094	891.8		
T	-22.539466278	-43.201020571	889.7		
T	-22.539437134	-43.201721351	901.1		
T	-22.539280135	-43.202074918	926.2		
T	-22.538940018	-43.202139744	943.8		
T	-22.538426328	-43.202112185	941.8		
T	-22.537899470	-43.201810390	930.4		
T	-22.537354423	-43.201222731	895.0		
T	-22.536917890	-43.199447061	843.9		
T	-22.536959155	-43.197898158	878.7		
T	-22.537061768	-43.197630287	894.2		
T	-22.537494201	-43.197070929	904.2		
T	-22.538234257	-43.196965201	896.4		
T	-22.538871450	-43.197158900	906.2		
T	-22.539407797	-43.197620252	907.7		
T	-22.539959355	-43.198444335	916.6		
T	-22.540172474	-43.199453644	942.7		
T	-22.539988861	-43.200286489	926.4		
T	-22.539631256	-43.200930723	893.5		
T	-22.539014537	-43.201166677	896.4		
T	-22.538497661	-43.201174208	905.4		
T	-22.537908986	-43.200822919	888.7		
T	-22.537943907	-43.200354501	862.9		
T	-22.538397663	-43.200203404	865.5		
T	-22.539196684	-43.200218455	889.6		
T	-22.540170700	-43.200521666	926.4		
T	-22.540759068	-43.201020579	931.5		
T	-22.541203055	-43.201775012	907.3		
T	-22.541123904	-43.202261612	888.4		
T	-22.540838098	-43.202225014	885.0		
T	-22.540425936	-43.201998203	894.1		
T	-22.539868800	-43.201152454	895.0		
T	-22.539614009	-43.199527285	916.6		
T	-22.539693757	-43.198786715	905.0		
T	-22.540018109	-43.198498594	920.2		
T	-22.540411293	-43.198564896	944.7		
T	-22.540762240	-43.198998139	963.5		
T	-22.541082383	-43.199724577	960.9		
T	-22.541227359	-43.200286638	958.7		
T	-22.541240467	-43.200640603	957.9		
T	-22.541141381	-43.200899103	949.5		
T	-22.540986327	-43.201112254	936.4		
T	-22.540717966	-43.201283228	921.7		
T	-22.540439860	-43.201322463	910.2		
T	-22.540318615	-43.201149811	912.1		
T	-22.540304642	-43.200894774	921.3		
T	-22.540517930	-43.200626408	931.6		
T	-22.540897773	-43.200441444	945.1		
T	-22.541232125	-43.200405519	958.7		
T	-22.541625883	-43.200588705	972.1		
T	-22.541869615	-43.200998123	970.3		
T	-22.541948555	-43.201322535	956.7		
T	-22.541882830	-43.201888570	919.4		
T	-22.541613862	-43.202002803	906.2		
T	-22.541280033	-43.202046413	896.9		
T	-22.540974964	-43.201734097	905.5		
T	-22.540717966	-43.201283228	921.7		
T	-22.540593214	-43.199974531	944.2		
T	-22.540983467	-43.198971657	972.0		
T	-22.541304595	-43.198746304	985.5		
T	-22.541761035	-43.199005357	999.1		
T	-22.542142891	-43.199849166	992.1		
